service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1111100_TR41,1,1,1,1,1,0,0,20241216,20251212
1111100_TR42,1,1,1,1,1,0,0,20241216,20251212
1111100_TR43,1,1,1,1,1,0,0,20241223,20250829
0011111_TR6,0,0,1,1,1,1,1,20241215,20250810
1111111_TR72,1,1,1,1,1,1,1,20250630,20250814
1111111_TR73,1,1,1,1,1,1,1,20250816,20251213
1111111_TR74,1,1,1,1,1,1,1,20241214,20250813
1100000_TR1,1,1,0,0,0,0,0,20250723,20250818
1111111_TR75,1,1,1,1,1,1,1,20250814,20251212
0000011_TR32,0,0,0,0,0,1,1,20241215,20250810
0000011_TR33,0,0,0,0,0,1,1,20250816,20251213
1111110_TR14,1,1,1,1,1,1,0,20241216,20250814
1111110_TR15,1,1,1,1,1,1,0,20250815,20251213
1111100_TR44,1,1,1,1,1,0,0,20250630,20250829
0000011_TR34,0,0,0,0,0,1,1,20241215,20250810
0000000_TR3,0,0,0,0,0,0,0,20241216,20250929
1111100_TR45,1,1,1,1,1,0,0,20250901,20251212
1111111_TR76,1,1,1,1,1,1,1,20241215,20250814
1111110_TR16,1,1,1,1,1,1,0,20241215,20250814
1000001_TR1,1,0,0,0,0,0,1,20250722,20250811
0000001_TR17,0,0,0,0,0,0,1,20250817,20250817
1111111_TR77,1,1,1,1,1,1,1,20250815,20251213
1111100_TR46,1,1,1,1,1,0,0,20241216,20250814
1111100_TR47,1,1,1,1,1,0,0,20250815,20251212
1111111_TR78,1,1,1,1,1,1,1,20241215,20250814
1000001_TR2,1,0,0,0,0,0,1,20250722,20250817
1111111_TR79,1,1,1,1,1,1,1,20241215,20251213
0011000_TR10,0,0,1,1,0,0,0,20250720,20250731
0000011_TR35,0,0,0,0,0,1,1,20250125,20250824
0000011_TR36,0,0,0,0,0,1,1,20250830,20251213
0000011_TR37,0,0,0,0,0,1,1,20241215,20251213
0011000_TR11,0,0,1,1,0,0,0,20250721,20250731
0000010_TR9,0,0,0,0,0,1,0,20250125,20250823
0000001_TR18,0,0,0,0,0,0,1,20250126,20250824
0000010_TR10,0,0,0,0,0,1,0,20250830,20251213
0000001_TR19,0,0,0,0,0,0,1,20250831,20251207
1111100_TR48,1,1,1,1,1,0,0,20241215,20251212
1111111_TR80,1,1,1,1,1,1,1,20241215,20251213
1111111_TR81,1,1,1,1,1,1,1,20241215,20251213
0011000_TR12,0,0,1,1,0,0,0,20250531,20250731
1111111_TR82,1,1,1,1,1,1,1,20241215,20251213
1111100_TR49,1,1,1,1,1,0,0,20241216,20251212
0000011_TR38,0,0,0,0,0,1,1,20241215,20251213
0000011_TR39,0,0,0,0,0,1,1,20241215,20251213
1111100_TR50,1,1,1,1,1,0,0,20241216,20251212
1111111_TR83,1,1,1,1,1,1,1,20241215,20251213
1110111_TR1,1,1,1,0,1,1,1,20250801,20250806
0000001_TR20,0,0,0,0,0,0,1,20241215,20251207
1111111_TR84,1,1,1,1,1,1,1,20241215,20251213
0000011_TR40,0,0,0,0,0,1,1,20250322,20251028
1111111_TR85,1,1,1,1,1,1,1,20241216,20251212
0000011_TR41,0,0,0,0,0,1,1,20241215,20251213
1111111_TR86,1,1,1,1,1,1,1,20241215,20251213
0000011_TR42,0,0,0,0,0,1,1,20241215,20251213
1111111_TR87,1,1,1,1,1,1,1,20241215,20251213
1111111_TR88,1,1,1,1,1,1,1,20241215,20251213
0000100_TR7,0,0,0,0,1,0,0,20241220,20251212
1111100_TR51,1,1,1,1,1,0,0,20250210,20251212
0000011_TR43,0,0,0,0,0,1,1,20241215,20251213
0000011_TR44,0,0,0,0,0,1,1,20241215,20251213
1111100_TR52,1,1,1,1,1,0,0,20241216,20251212
1111100_TR53,1,1,1,1,1,0,0,20250526,20250819
0011100_TR6,0,0,1,1,1,0,0,20250303,20250801
0000011_TR45,0,0,0,0,0,1,1,20250802,20251213
0011100_TR7,0,0,1,1,1,0,0,20250526,20250801
1111111_TR89,1,1,1,1,1,1,1,20250820,20251213
1111111_TR90,1,1,1,1,1,1,1,20250802,20250819
0000000_TR4,0,0,0,0,0,0,0,20241215,20251213
0000011_TR46,0,0,0,0,0,1,1,20250823,20251207
0000011_TR47,0,0,0,0,0,1,1,20250802,20250817
0000011_TR48,0,0,0,0,0,1,1,20241215,20251213
0000011_TR49,0,0,0,0,0,1,1,20250531,20250817
1111100_TR54,1,1,1,1,1,0,0,20250820,20251212
1111100_TR55,1,1,1,1,1,0,0,20250804,20250819
0000000_TR5,0,0,0,0,0,0,0,20241215,20251213
0011100_TR8,0,0,1,1,1,0,0,20250526,20250801
1111111_TR91,1,1,1,1,1,1,1,20250820,20251212
0011000_TR13,0,0,1,1,0,0,0,20250526,20250731
0000100_TR8,0,0,0,0,1,0,0,20250530,20250801
0000010_TR11,0,0,0,0,0,1,0,20251213,20251213
